Fiscal Year Ending,Roll Year,SWIS,Municipality,Village,County,School Code,School Name,Type of Value on which Tax Rates are applied,County Tax Levy,County Tax Rate Outside Village (per $1000 value),Municipality Tax Levy,Municipal Tax Rate Outside Village (per $1000 value),School District Tax Levy,School District Tax Rate (per $1000 value),Village Tax Rate (per $1000 value)
2022,2021,264200,Penfield,,Monroe,543401,Wayne,Full Value,"31,418,785",8.8,"11,847,551",3.07,"82,414",16.92,
2022,2021,264400,Perinton,,Monroe,264201,Penfield,Full Value,"38,123,614",8.8,"14,542,025",3.16,"2,085,765",23.03,
2022,2021,264400,Perinton,,Monroe,264401,Fairport,Full Value,"38,123,614",8.8,"14,542,025",3.16,"81,072,526",21.66,
2022,2021,264400,Perinton,,Monroe,264413,East Rochester,Full Value,"38,123,614",8.8,"14,542,025",3.16,"1,265,349",26.18,
2022,2021,264400,Perinton,,Monroe,264601,Pittsford,Full Value,"38,123,614",8.8,"14,542,025",3.16,"16,571,560",24.75,
2022,2021,264400,Perinton,,Monroe,324801,Victor,Full Value,"38,123,614",8.8,"14,542,025",3.16,"2,066,957",16.37,
2022,2021,264600,Pittsford,,Monroe,262001,Brighton,Full Value,"29,150,838",8.8,"12,222,337",3.39,"879,200",26.46,
2022,2021,264600,Pittsford,,Monroe,264201,Penfield,Full Value,"29,150,838",8.8,"12,222,337",3.39,"60,641",23.04,
2022,2021,264600,Pittsford,,Monroe,264413,East Rochester,Full Value,"29,150,838",8.8,"12,222,337",3.39,"4,843,029",26.18,
2022,2021,264600,Pittsford,,Monroe,264601,Pittsford,Full Value,"29,150,838",8.8,"12,222,337",3.39,"84,515,306",24.76,
2022,2021,264600,Pittsford,,Monroe,265001,Rush-Henrietta,Full Value,"29,150,838",8.8,"12,222,337",3.39,"46,125",18.95,
2022,2021,264800,Riga,,Monroe,183001,Byron-Bergen,Full Value,"3,684,059",8.8,"653,387",1.54,"598,889",20.75,
2022,2021,264800,Riga,,Monroe,242201,Caledonia-Mumford,Full Value,"3,684,059",8.8,"653,387",1.54,"186,613",16.75,
2022,2021,264800,Riga,,Monroe,264801,Churchville-Chili,Full Value,"3,684,059",8.8,"653,387",1.54,"7,917,176",20.19,
2022,2021,265000,Rush,,Monroe,242001,Avon,Full Value,"3,103,113",8.8,"1,226,589",3.19,"378,028",19.55,
2022,2021,265000,Rush,,Monroe,263601,Honeoye Falls-Lima,Full Value,"3,103,113",8.8,"1,226,589",3.19,"735,373",22.88,
2022,2021,265000,Rush,,Monroe,265001,Rush-Henrietta,Full Value,"3,103,113",8.8,"1,226,589",3.19,"6,489,006",18.95,
2022,2021,265200,Sweden,,Monroe,183001,Byron-Bergen,Full Value,"6,436,225",8.8,"2,789,232",3.82,"1,070",20.75,
2022,2021,265200,Sweden,,Monroe,264801,Churchville-Chili,Full Value,"6,436,225",8.8,"2,789,232",3.82,"24,520",20.19,
2022,2021,265200,Sweden,,Monroe,265201,Brockport,Full Value,"6,436,225",8.8,"2,789,232",3.82,"16,690,559",22.63,
2022,2021,265400,Webster,,Monroe,265401,Webster,Full Value,"34,924,060",8.8,"20,214,608",4.74,"83,493,823",19.29,
2022,2021,265400,Webster,,Monroe,543401,Wayne,Full Value,"34,924,060",8.8,"20,214,608",4.74,"97,412",16.92,
2022,2021,265600,Wheatland,,Monroe,242201,Caledonia-Mumford,Full Value,"2,893,160",8.8,"1,979,609",6.09,"1,630,566",16.75,
2022,2021,265600,Wheatland,,Monroe,265601,Wheatland-Chili,Full Value,"2,893,160",8.8,"1,979,609",6.09,"4,676,516",20.02,
2022,2021,265800,East Rochester,,Monroe,264413,East Rochester,Full Value,"3,275,710",8.8,0,0.0,"8,819,034",26.18,
2022,2021,270100,Amsterdam,,Montgomery,270100,Amsterdam,Full Value,"6,563,392",11.75,"6,191,309",11.14,"9,513,027",17.01,
2022,2021,272000,Amsterdam,,Montgomery,172201,Broadalbin-Perth,Full Value,"5,454,340",11.75,"961,074",2.07,"534,048",15.98,
2022,2021,272000,Amsterdam,,Montgomery,272801,Fonda-Fultonville,Full Value,"5,454,340",11.75,"961,074",2.07,"251,616",16.10,
2022,2021,272000,Amsterdam,,Montgomery,413201,Galway,Full Value,"5,454,340",11.75,"961,074",2.07,"12,829",14.23,
2022,2021,272000,Amsterdam,,Montgomery,422202,Scotia-Glenville,Full Value,"5,454,340",11.75,"961,074",2.07,"21,150",18.93,
2022,2021,272200,Canajoharie,,Montgomery,272201,Canajoharie,Full Value,"2,300,331",11.75,"514,218",2.61,"3,667,440",19.82,
2022,2021,272200,Canajoharie,,Montgomery,273001,Fort Plain,Full Value,"2,300,331",11.75,"514,218",2.61,"51,673",19.77,
2022,2021,272200,Canajoharie,,Montgomery,362401,Cherry Valley-Springfield,Full Value,"2,300,331",11.75,"514,218",2.61,"102,234",11.81,
2022,2021,272200,Canajoharie,,Montgomery,434601,Sharon Springs,Full Value,"2,300,331",11.75,"514,218",2.61,"8,410",16.14,
2022,2021,272400,Charleston,,Montgomery,272201,Canajoharie,Full Value,"1,148,900",11.75,"556,922",5.25,"55,243",19.82,
2022,2021,272400,Charleston,,Montgomery,272801,Fonda-Fultonville,Full Value,"1,148,900",11.75,"556,922",5.25,"1,375,764",16.10,
2022,2021,272400,Charleston,,Montgomery,422001,Duanesburg,Full Value,"1,148,900",11.75,"556,922",5.25,"181,741",18.03,
2022,2021,272400,Charleston,,Montgomery,434201,Schoharie,Full Value,"1,148,900",11.75,"556,922",5.25,"155,285",19.50,
2022,2021,272600,Florida,,Montgomery,272801,Fonda-Fultonville,Full Value,"3,610,478",11.75,"199,798",0.65,"579,895",16.10,
2022,2021,272600,Florida,,Montgomery,422001,Duanesburg,Full Value,"3,610,478",11.75,"199,798",0.65,"33,852",18.03,
2022,2021,272600,Florida,,Montgomery,422801,Schalmont,Full Value,"3,610,478",11.75,"199,798",0.65,"274,654",21.61,
2022,2021,272800,Glen,,Montgomery,272801,Fonda-Fultonville,Full Value,"2,001,097",11.75,"400,001",2.34,"2,746,452",16.10,
2022,2021,273000,Minden,,Montgomery,215001,Van Hornesville-Owen D. Young,Full Value,"2,715,134",11.75,"869,713",3.79,"24,859",16.02,
2022,2021,273000,Minden,,Montgomery,272201,Canajoharie,Full Value,"2,715,134",11.75,"869,713",3.79,"25,200",19.82,
2022,2021,273000,Minden,,Montgomery,273001,Fort Plain,Full Value,"2,715,134",11.75,"869,713",3.79,"3,924,791",19.77,
2022,2021,273000,Minden,,Montgomery,273803,Oppenheim-Ephratah-St.Johnsvil,Full Value,"2,715,134",11.75,"869,713",3.79,"135,767",14.78,
2022,2021,273000,Minden,,Montgomery,362401,Cherry Valley-Springfield,Full Value,"2,715,134",11.75,"869,713",3.79,"249,334",11.81,
2022,2021,273200,Mohawk,,Montgomery,272201,Canajoharie,Full Value,"2,749,764",11.75,"250,201",1.07,"31,996",19.82,
2022,2021,273200,Mohawk,,Montgomery,272801,Fonda-Fultonville,Full Value,"2,749,764",11.75,"250,201",1.07,"3,758,426",16.10,
2022,2021,273400,Palatine,,Montgomery,170800,Johnstown,Full Value,"2,122,490",11.75,"620,026",3.46,"22,155",16.44,
2022,2021,273400,Palatine,,Montgomery,272201,Canajoharie,Full Value,"2,122,490",11.75,"620,026",3.46,"1,831,283",19.82,
2022,2021,273400,Palatine,,Montgomery,272801,Fonda-Fultonville,Full Value,"2,122,490",11.75,"620,026",3.46,"15,255",16.10,
2022,2021,273400,Palatine,,Montgomery,273001,Fort Plain,Full Value,"2,122,490",11.75,"620,026",3.46,"1,559,231",19.77,
2022,2021,273400,Palatine,,Montgomery,273803,Oppenheim-Ephratah-St.Johnsvil,Full Value,"2,122,490",11.75,"620,026",3.46,"100,624",14.78,
2022,2021,273600,Root,,Montgomery,272201,Canajoharie,Full Value,"1,407,063",11.75,"405,838",3.33,"1,912,438",19.82,
2022,2021,273600,Root,,Montgomery,272801,Fonda-Fultonville,Full Value,"1,407,063",11.75,"405,838",3.33,"350,505",16.10,
2022,2021,273600,Root,,Montgomery,432602,Cobleskill-Richmondville,Full Value,"1,407,063",11.75,"405,838",3.33,"2,579",18.86,
2022,2021,273600,Root,,Montgomery,434601,Sharon Springs,Full Value,"1,407,063",11.75,"405,838",3.33,"60,191",16.14,
2022,2021,273800,St Johnsville,,Montgomery,273803,Oppenheim-Ephratah-St.Johnsvil,Full Value,"1,159,468",11.75,"279,377",2.81,"1,488,868",14.78,
2022,2021,280900,Long Beach,,Nassau,281000,Long Beach,Full Value,"11,678,097",4.66,"49,824,559",7.64,"82,649,124",16.04,
2022,2021,282000,Hempstead,,Nassau,281000,Long Beach,Full Value,"496,279,343",4.66,"250,949,964",2.4,"23,231,181",23.85,
2022,2021,282000,Hempstead,,Nassau,282001,Hempstead,Full Value,"496,279,343",4.66,"250,949,964",2.4,"75,934,370",16.78,
2022,2021,282000,Hempstead,,Nassau,282002,Uniondale,Full Value,"496,279,343",4.66,"250,949,964",2.4,"125,852,550",10.91,
2022,2021,282000,Hempstead,,Nassau,282003,East Meadow,Full Value,"496,279,343",4.66,"250,949,964",2.4,"145,246,146",27.72,
2022,2021,282000,Hempstead,,Nassau,282004,North Bellmore,Full Value,"496,279,343",4.66,"250,949,964",2.4,"78,594,165",32.70,
2022,2021,282000,Hempstead,,Nassau,282005,Levittown,Full Value,"496,279,343",4.66,"250,949,964",2.4,"149,140,845",40.37,
2022,2021,282000,Hempstead,,Nassau,282006,Seaford,Full Value,"496,279,343",4.66,"250,949,964",2.4,"55,871,869",30.29,
2022,2021,282000,Hempstead,,Nassau,282007,Bellmore,Full Value,"496,279,343",4.66,"250,949,964",2.4,"54,824,495",30.34,
2022,2021,282000,Hempstead,,Nassau,282008,Roosevelt,Full Value,"496,279,343",4.66,"250,949,964",2.4,"23,448,003",21.92,
2022,2021,282000,Hempstead,,Nassau,282009,Freeport,Full Value,"496,279,343",4.66,"250,949,964",2.4,"89,266,668",15.19,
2022,2021,282000,Hempstead,,Nassau,282010,Baldwin,Full Value,"496,279,343",4.66,"250,949,964",2.4,"99,994,495",31.78,
2022,2021,282000,Hempstead,,Nassau,282011,Oceanside,Full Value,"496,279,343",4.66,"250,949,964",2.4,"132,739,384",19.80,
2022,2021,282000,Hempstead,,Nassau,282012,Malverne,Full Value,"496,279,343",4.66,"250,949,964",2.4,"45,922,615",27.40,
2022,2021,282000,Hempstead,,Nassau,282013,Valley Stream 13,Full Value,"496,279,343",4.66,"250,949,964",2.4,"72,146,161",29.23,
2022,2021,282000,Hempstead,,Nassau,282014,Hewlett-Woodmere,Full Value,"496,279,343",4.66,"250,949,964",2.4,"108,031,945",32.17,
2022,2021,282000,Hempstead,,Nassau,282015,Lawrence,Full Value,"496,279,343",4.66,"250,949,964",2.4,"85,954,300",10.67,
2022,2021,282000,Hempstead,,Nassau,282016,Elmont,Full Value,"496,279,343",4.66,"250,949,964",2.4,"109,708,439",23.41,
2022,2021,282000,Hempstead,,Nassau,282017,Franklin Square,Full Value,"496,279,343",4.66,"250,949,964",2.4,"59,809,301",22.38,
2022,2021,282000,Hempstead,,Nassau,282018,Garden City,Full Value,"496,279,343",4.66,"250,949,964",2.4,"105,425,384",15.78,
2022,2021,282000,Hempstead,,Nassau,282019,East Rockaway,Full Value,"496,279,343",4.66,"250,949,964",2.4,"31,870,299",25.62,
2022,2021,282000,Hempstead,,Nassau,282020,Lynbrook,Full Value,"496,279,343",4.66,"250,949,964",2.4,"71,922,469",24.04,
2022,2021,282000,Hempstead,,Nassau,282021,Rockville Centre,Full Value,"496,279,343",4.66,"250,949,964",2.4,"99,750,000",25.19,
2022,2021,282000,Hempstead,,Nassau,282022,Floral Park-Bellerose,Full Value,"496,279,343",4.66,"250,949,964",2.4,"47,388,125",20.94,
2022,2021,282000,Hempstead,,Nassau,282023,Wantagh,Full Value,"496,279,343",4.66,"250,949,964",2.4,"62,323,380",28.78,
2022,2021,282000,Hempstead,,Nassau,282024,Valley Stream 24,Full Value,"496,279,343",4.66,"250,949,964",2.4,"46,919,747",26.02,
2022,2021,282000,Hempstead,,Nassau,282025,Merrick,Full Value,"496,279,343",4.66,"250,949,964",2.4,"82,379,748",32.51,
2022,2021,282000,Hempstead,,Nassau,282026,Island Trees,Full Value,"496,279,343",4.66,"250,949,964",2.4,"46,623,124",26.98,
2022,2021,282000,Hempstead,,Nassau,282027,West Hempstead,Full Value,"496,279,343",4.66,"250,949,964",2.4,"47,807,538",24.33,
2022,2021,282000,Hempstead,,Nassau,282029,North Merrick,Full Value,"496,279,343",4.66,"250,949,964",2.4,"43,197,710",35.95,
2022,2021,282000,Hempstead,,Nassau,282030,Valley Stream 30,Full Value,"496,279,343",4.66,"250,949,964",2.4,"51,677,486",24.81,
2022,2021,282000,Hempstead,,Nassau,282031,Island Park,Full Value,"496,279,343",4.66,"250,949,964",2.4,"33,344,198",12.05,
2022,2021,282000,Hempstead,,Nassau,282201,Westbury,Full Value,"496,279,343",4.66,"250,949,964",2.4,"2,164,304",9.27,
2022,2021,282000,Hempstead,,Nassau,282205,New Hyde Park-Garden City,Full Value,"496,279,343",4.66,"250,949,964",2.4,"7,448,420",16.46,
2022,2021,282200,North Hempstead,,Nassau,282022,Floral Park-Bellerose,Full Value,"232,586,829",4.66,"80,375,582",1.43,"8,690,127",19.69,
2022,2021,282200,North Hempstead,,Nassau,282201,Westbury,Full Value,"232,586,829",4.66,"80,375,582",1.43,"80,053,938",21.82,
2022,2021,282200,North Hempstead,,Nassau,282202,East Williston,Full Value,"232,586,829",4.66,"80,375,582",1.43,"57,675,362",28.12,
2022,2021,282200,North Hempstead,,Nassau,282203,Roslyn,Full Value,"232,586,829",4.66,"80,375,582",1.43,"98,130,926",19.18,
2022,2021,282200,North Hempstead,,Nassau,282204,Port Washington,Full Value,"232,586,829",4.66,"80,375,582",1.43,"146,775,940",20.16,
2022,2021,282200,North Hempstead,,Nassau,282205,New Hyde Park-Garden City,Full Value,"232,586,829",4.66,"80,375,582",1.43,"65,536,906",20.19,
2022,2021,282200,North Hempstead,,Nassau,282206,Manhasset,Full Value,"232,586,829",4.66,"80,375,582",1.43,"92,147,707",13.92,
2022,2021,282200,North Hempstead,,Nassau,282207,Great Neck,Full Value,"232,586,829",4.66,"80,375,582",1.43,"217,072,046",13.45,
2022,2021,282200,North Hempstead,,Nassau,282209,Herricks,Full Value,"232,586,829",4.66,"80,375,582",1.43,"102,367,819",28.09,
2022,2021,282200,North Hempstead,,Nassau,282210,Mineola,Full Value,"232,586,829",4.66,"80,375,582",1.43,"84,660,000",16.23,
2022,2021,282200,North Hempstead,,Nassau,282211,Carle Place,Full Value,"232,586,829",4.66,"80,375,582",1.43,"44,578,542",16.83,
2022,2021,282200,North Hempstead,,Nassau,282401,North Shore,Full Value,"232,586,829",4.66,"80,375,582",1.43,"13,794,963",23.18,
2022,2021,282200,North Hempstead,,Nassau,282415,Jericho,Full Value,"232,586,829",4.66,"80,375,582",1.43,"6,223,257",34.73,
2022,2021,282400,Oyster Bay,,Nassau,282203,Roslyn,Full Value,"264,060,519",4.66,"234,154,023",4.15,"565,403",9.78,
2022,2021,282400,Oyster Bay,,Nassau,282401,North Shore,Full Value,"264,060,519",4.66,"234,154,023",4.15,"78,542,293",21.34,
2022,2021,282400,Oyster Bay,,Nassau,282402,Syosset,Full Value,"264,060,519",4.66,"234,154,023",4.15,"208,289,296",22.20,
2022,2021,282400,Oyster Bay,,Nassau,282403,Locust Valley,Full Value,"264,060,519",4.66,"234,154,023",4.15,"83,737,900",23.65,
2022,2021,282400,Oyster Bay,,Nassau,282404,Plainview-Old Bethpage,Full Value,"264,060,519",4.66,"234,154,023",4.15,"131,573,208",22.88,
2022,2021,282400,Oyster Bay,,Nassau,282406,Oyster Bay-East Norwich,Full Value,"264,060,519",4.66,"234,154,023",4.15,"54,416,060",15.71,
2022,2021,282400,Oyster Bay,,Nassau,282415,Jericho,Full Value,"264,060,519",4.66,"234,154,023",4.15,"102,588,705",18.74,
2022,2021,282400,Oyster Bay,,Nassau,282417,Hicksville,Full Value,"264,060,519",4.66,"234,154,023",4.15,"108,033,057",14.27,
2022,2021,282400,Oyster Bay,,Nassau,282418,Plainedge,Full Value,"264,060,519",4.66,"234,154,023",4.15,"67,680,774",29.65,
2022,2021,282400,Oyster Bay,,Nassau,282421,Bethpage,Full Value,"264,060,519",4.66,"234,154,023",4.15,"68,583,618",20.16,
2022,2021,282400,Oyster Bay,,Nassau,282422,Farmingdale,Full Value,"264,060,519",4.66,"234,154,023",4.15,"102,105,073",24.35,
2022,2021,282400,Oyster Bay,,Nassau,282423,Massapequa,Full Value,"264,060,519",4.66,"234,154,023",4.15,"169,289,819",25.38,
2022,2021,282400,Oyster Bay,,Nassau,472006,Amityville,Full Value,"264,060,519",4.66,"234,154,023",4.15,"19,311,725",19.80,
2022,2021,282400,Oyster Bay,,Nassau,472602,Cold Spring Harbor,Full Value,"264,060,519",4.66,"234,154,023",4.15,"16,818,412",29.09,
2022,2021,290900,Lockport,,Niagara,290900,Lockport,Full Value,"6,724,078",7.05,"13,112,349",12.64,"19,917,126",19.16,
2022,2021,291100,Niagara Falls,,Niagara,291100,Niagara Falls,Full Value,"12,407,135",7.05,"32,696,465",17.08,"25,828,989",13.12,
2022,2021,291200,North Tonawanda,,Niagara,291200,North Tonawanda,Full Value,"12,410,168",7.05,"18,285,689",9.45,"29,286,974",14.80,
2022,2021,292000,Cambria,,Niagara,290900,Lockport,Full Value,"3,853,279",7.05,"2,369,370",4.27,"265,964",19.30,
2022,2021,292000,Cambria,,Niagara,292801,Newfane,Full Value,"3,853,279",7.05,"2,369,370",4.27,"237,950",18.49,
2022,2021,292000,Cambria,,Niagara,293001,Niagara-Wheatfield,Full Value,"3,853,279",7.05,"2,369,370",4.27,"484,353",14.90,
2022,2021,292000,Cambria,,Niagara,293201,Starpoint,Full Value,"3,853,279",7.05,"2,369,370",4.27,"6,607,762",16.61,
2022,2021,292000,Cambria,,Niagara,294201,Wilson,Full Value,"3,853,279",7.05,"2,369,370",4.27,"2,088,594",19.35,
2022,2021,292200,Hartland,,Niagara,293601,Royalton-Hartland,Full Value,"1,636,810",7.05,"1,349,847",6.05,"2,247,105",19.55,
2022,2021,292200,Hartland,,Niagara,293801,Barker,Full Value,"1,636,810",7.05,"1,349,847",6.05,"1,377,980",12.82,
2022,2021,292200,Hartland,,Niagara,343401,Medina,Full Value,"1,636,810",7.05,"1,349,847",6.05,"95,603",18.59,
2022,2021,292400,Lewiston,,Niagara,292401,Lewiston-Porter,Full Value,"11,014,233",7.05,"4,040,494",2.55,"20,511,656",14.88,
2022,2021,292400,Lewiston,,Niagara,293001,Niagara-Wheatfield,Full Value,"11,014,233",7.05,"4,040,494",2.55,"3,221,480",14.73,
2022,2021,292600,Lockport,,Niagara,145601,Akron,Full Value,"10,947,402",7.05,"7,757,728",4.99,"86,166",14.82,
2022,2021,292600,Lockport,,Niagara,290900,Lockport,Full Value,"10,947,402",7.05,"7,757,728",4.99,"19,901,587",19.10,
2022,2021,292600,Lockport,,Niagara,292801,Newfane,Full Value,"10,947,402",7.05,"7,757,728",4.99,"1,701,102",18.49,
2022,2021,292600,Lockport,,Niagara,293201,Starpoint,Full Value,"10,947,402",7.05,"7,757,728",4.99,"6,423,119",16.61,
2022,2021,292600,Lockport,,Niagara,293601,Royalton-Hartland,Full Value,"10,947,402",7.05,"7,757,728",4.99,"826,220",19.55,
2022,2021,292800,Newfane,,Niagara,292801,Newfane,Full Value,"4,429,000",7.05,"2,595,940",4.04,"11,694,453",18.49,
2022,2021,292800,Newfane,,Niagara,293801,Barker,Full Value,"4,429,000",7.05,"2,595,940",4.04,"224,169",12.82,
2022,2021,292800,Newfane,,Niagara,294201,Wilson,Full Value,"4,429,000",7.05,"2,595,940",4.04,"14,168",19.35,
2022,2021,293000,Niagara,,Niagara,293001,Niagara-Wheatfield,Full Value,"4,102,230",7.05,"2,807,335",4.72,"9,854,924",16.41,
2022,2021,293200,Pendleton,,Niagara,290900,Lockport,Full Value,"6,007,276",7.05,"1,496,656",1.88,"469,170",18.85,
2022,2021,293200,Pendleton,,Niagara,293201,Starpoint,Full Value,"6,007,276",7.05,"1,496,656",1.88,"13,026,214",16.61,
2022,2021,293400,Porter,,Niagara,292401,Lewiston-Porter,Full Value,"4,110,332",7.05,"1,491,928",2.45,"7,573,983",14.88,
2022,2021,293400,Porter,,Niagara,294201,Wilson,Full Value,"4,110,332",7.05,"1,491,928",2.45,"2,145,324",19.35,
2022,2021,293600,Royalton,,Niagara,145601,Akron,Full Value,"3,479,598",7.05,"3,477,702",7.18,"1,378,187",14.82,
2022,2021,293600,Royalton,,Niagara,293201,Starpoint,Full Value,"3,479,598",7.05,"3,477,702",7.18,"8,772",16.62,
2022,2021,293600,Royalton,,Niagara,293601,Royalton-Hartland,Full Value,"3,479,598",7.05,"3,477,702",7.18,"7,759,778",19.55,
2022,2021,293800,Somerset,,Niagara,293801,Barker,Full Value,"1,651,872",7.05,"938,588",4.05,"3,019,502",12.82,
2022,2021,294000,Wheatfield,,Niagara,293001,Niagara-Wheatfield,Full Value,"14,395,677",7.05,"3,911,276",2.28,"21,150,538",15.12,
2022,2021,294000,Wheatfield,,Niagara,293201,Starpoint,Full Value,"14,395,677",7.05,"3,911,276",2.28,"5,343,185",16.62,
2022,2021,294200,Wilson,,Niagara,292801,Newfane,Full Value,"2,967,564",7.05,"1,220,490",2.83,"119,934",18.49,
2022,2021,294200,Wilson,,Niagara,294201,Wilson,Full Value,"2,967,564",7.05,"1,220,490",2.83,"8,441,902",19.35,
2022,2021,302000,Annsville,,Oneida,301300,Rome,Full Value,"740,202",6.05,"902,115",7.11,"165,629",23.29,
2022,2021,302000,Annsville,,Oneida,302601,Adirondack,Full Value,"740,202",6.05,"902,115",7.11,"85,265",13.77,
2022,2021,302000,Annsville,,Oneida,303001,Camden,Full Value,"740,202",6.05,"902,115",7.11,"1,600,402",13.88,
2022,2021,302200,Augusta,,Oneida,254001,Madison,Full Value,"656,902",6.05,"568,219",5.12,"1,257,821",18.05,
2022,2021,302200,Augusta,,Oneida,254601,Stockbridge Valley,Full Value,"656,902",6.05,"568,219",5.12,"7,877",18.99,
2022,2021,302200,Augusta,,Oneida,305401,Waterville,Full Value,"656,902",6.05,"568,219",5.12,"736,679",17.65,
2022,2021,302400,Ava,,Oneida,302601,Adirondack,Full Value,"229,012",6.05,"31,920",0.77,"577,669",13.77,
2022,2021,302600,Boonville,,Oneida,302601,Adirondack,Full Value,"1,906,962",6.05,"361,718",1.07,"4,565,281",13.77,
2022,2021,302600,Boonville,,Oneida,305201,Remsen,Full Value,"1,906,962",6.05,"361,718",1.07,"239,077",20.42,
2022,2021,302800,Bridgewater,,Oneida,215601,Mount Markham,Full Value,"382,908",6.05,"524,904",8.42,"1,011,096",16.42,
2022,2021,302800,Bridgewater,,Oneida,252009,Brookfield,Full Value,"382,908",6.05,"524,904",8.42,"22,831",17.94,
2022,2021,302800,Bridgewater,,Oneida,305002,Sauquoit Valley,Full Value,"382,908",6.05,"524,904",8.42,"1,732",18.23,
2022,2021,303000,Camden,,Oneida,303001,Camden,Full Value,"1,491,355",6.05,"242,867",0.94,"3,656,065",13.89,
2022,2021,303200,Deerfield,,Oneida,212402,West Canada Valley,Full Value,"2,032,526",6.05,"792,548",2.3,"56,941",16.07,
2022,2021,303200,Deerfield,,Oneida,213803,Poland,Full Value,"2,032,526",6.05,"792,548",2.3,"537,934",12.95,
2022,2021,303200,Deerfield,,Oneida,305801,Holland Patent,Full Value,"2,032,526",6.05,"792,548",2.3,"90,669",19.98,
2022,2021,303200,Deerfield,,Oneida,307002,Whitesboro,Full Value,"2,032,526",6.05,"792,548",2.3,"6,057,648",20.18,
2022,2021,303400,Florence,,Oneida,303001,Camden,Full Value,"369,829",6.05,"330,806",4.14,"1,114,321",13.88,
2022,2021,303600,Floyd,,Oneida,305801,Holland Patent,Full Value,"1,288,577",6.05,"1,004,773",4.79,"3,462,169",19.98,
2022,2021,303600,Floyd,,Oneida,307001,Oriskany,Full Value,"1,288,577",6.05,"1,004,773",4.79,"751,396",18.29,
2022,2021,303800,Forestport,,Oneida,215401,Town Of Webb,Full Value,"1,710,116",6.05,"606,415",1.79,"560,544",2.97,
2022,2021,303800,Forestport,,Oneida,302601,Adirondack,Full Value,"1,710,116",6.05,"606,415",1.79,"1,851,003",13.77,
2022,2021,303800,Forestport,,Oneida,305201,Remsen,Full Value,"1,710,116",6.05,"606,415",1.79,"396,751",20.42,
2022,2021,304000,Kirkland,,Oneida,304001,Clinton,Full Value,"3,389,297",6.05,"2,990,606",4.97,"13,231,129",22.46,
2022,2021,304000,Kirkland,,Oneida,304801,New Hartford,Full Value,"3,389,297",6.05,"2,990,606",4.97,"330,038",23.18,
2022,2021,304000,Kirkland,,Oneida,305002,Sauquoit Valley,Full Value,"3,389,297",6.05,"2,990,606",4.97,"9,703",18.23,
2022,2021,304000,Kirkland,,Oneida,305401,Waterville,Full Value,"3,389,297",6.05,"2,990,606",4.97,"114,821",17.65,
2022,2021,304000,Kirkland,,Oneida,306000,Sherrill,Full Value,"3,389,297",6.05,"2,990,606",4.97,"21,179",18.58,
2022,2021,304200,Lee,,Oneida,301300,Rome,Full Value,"2,220,859",6.05,"38,680",0.1,"7,142,044",20.59,
2022,2021,304200,Lee,,Oneida,302601,Adirondack,Full Value,"2,220,859",6.05,"38,680",0.1,"630,911",13.77,
2022,2021,304200,Lee,,Oneida,303001,Camden,Full Value,"2,220,859",6.05,"38,680",0.1,"68,050",13.88,
2022,2021,304400,Marcy,,Oneida,305801,Holland Patent,Full Value,"3,215,255",6.05,"1,087,200",1.94,"1,310,866",19.98,
2022,2021,304400,Marcy,,Oneida,307001,Oriskany,Full Value,"3,215,255",6.05,"1,087,200",1.94,"1,238,653",19.28,
2022,2021,304400,Marcy,,Oneida,307002,Whitesboro,Full Value,"3,215,255",6.05,"1,087,200",1.94,"9,049,873",20.18,
2022,2021,304600,Marshall,,Oneida,254001,Madison,Full Value,"809,974",6.05,"504,571",3.75,"14,320",18.05,
2022,2021,304600,Marshall,,Oneida,304001,Clinton,Full Value,"809,974",6.05,"504,571",3.75,"389,595",22.46,
2022,2021,304600,Marshall,,Oneida,305002,Sauquoit Valley,Full Value,"809,974",6.05,"504,571",3.75,"91,105",18.23,
2022,2021,304600,Marshall,,Oneida,305401,Waterville,Full Value,"809,974",6.05,"504,571",3.75,"1,985,131",17.65,
2022,2021,304800,New Hartford,,Oneida,304001,Clinton,Full Value,"10,476,666",6.05,"6,045,421",3.21,"1,546,349",22.46,
2022,2021,304800,New Hartford,,Oneida,304801,New Hartford,Full Value,"10,476,666",6.05,"6,045,421",3.21,"36,339,153",23.18,
2022,2021,304800,New Hartford,,Oneida,304804,New York Mills,Full Value,"10,476,666",6.05,"6,045,421",3.21,"4,063,801",20.34,
2022,2021,304800,New Hartford,,Oneida,305002,Sauquoit Valley,Full Value,"10,476,666",6.05,"6,045,421",3.21,"1,321,566",18.23,
2022,2021,305000,Paris,,Oneida,215601,Mount Markham,Full Value,"1,809,477",6.05,"1,748,405",5.76,"5,050",16.42,
2022,2021,305000,Paris,,Oneida,304001,Clinton,Full Value,"1,809,477",6.05,"1,748,405",5.76,"21,683",22.46,
2022,2021,305000,Paris,,Oneida,304801,New Hartford,Full Value,"1,809,477",6.05,"1,748,405",5.76,"103,838",23.18,
2022,2021,305000,Paris,,Oneida,305002,Sauquoit Valley,Full Value,"1,809,477",6.05,"1,748,405",5.76,"5,491,200",18.23,
2022,2021,305000,Paris,,Oneida,305401,Waterville,Full Value,"1,809,477",6.05,"1,748,405",5.76,375,17.65,
2022,2021,305200,Remsen,,Oneida,302601,Adirondack,Full Value,"815,746",6.05,"271,273",1.87,"21,722",13.77,
