Fiscal Year Ending,Roll Year,SWIS,Municipality,Village,County,School Code,School Name,County Tax Levy,County Tax Rate Outside Village (per $1000 value),Municipality Tax Levy,Municipal Tax Rate Outside Village (per $1000 value),School District Tax Levy,School District Tax Rate (per $1000 value),Village Tax Rate (per $1000 value),MUNI_TYPE,Town,FIPS_CODE,State FIPS,County FIPS,Subdiv FIPS,Place FIPS,POP1990,POP2000,POP2010,POP2020,CALC_SQ_MI
2022,2021,134800,Red Hook,,Dutchess,134801,Red Hook,"3,560,258",2.96,"2,832,953",2.27,"26,399,162",21.40,,town,,3602760905,36,027,60905,,9565.0,10408.0,11319.0,9953,39.63857309
2022,2021,134800,Red Hook,,Dutchess,135001,Rhinebeck,"3,560,258",2.96,"2,832,953",2.27,"215,051",13.89,,town,,3602760905,36,027,60905,,9565.0,10408.0,11319.0,9953,39.63857309
2022,2021,135000,Rhinebeck,,Dutchess,133201,Hyde Park,"5,237,368",2.96,"2,450,427",1.36,"148,873",21.61,,town,,3602761357,36,027,61357,,7558.0,7762.0,7548.0,7596,39.57144352
2022,2021,135000,Rhinebeck,,Dutchess,134801,Red Hook,"5,237,368",2.96,"2,450,427",1.36,"428,923",21.40,,town,,3602761357,36,027,61357,,7558.0,7762.0,7548.0,7596,39.57144352
2022,2021,135000,Rhinebeck,,Dutchess,135001,Rhinebeck,"5,237,368",2.96,"2,450,427",1.36,"24,822,056",13.89,,town,,3602761357,36,027,61357,,7558.0,7762.0,7548.0,7596,39.57144352
2022,2021,135200,Stanford,,Dutchess,133801,Northeast,"2,328,573",2.96,"1,093,170",1.34,"689,969",10.97,,town,,3602770662,36,027,70662,,3495.0,3544.0,3823.0,3682,50.0668672
2022,2021,135200,Stanford,,Dutchess,134201,Pine Plains,"2,328,573",2.96,"1,093,170",1.34,"8,404,733",12.94,,town,,3602770662,36,027,70662,,3495.0,3544.0,3823.0,3682,50.0668672
2022,2021,135200,Stanford,,Dutchess,135001,Rhinebeck,"2,328,573",2.96,"1,093,170",1.34,"609,350",13.89,,town,,3602770662,36,027,70662,,3495.0,3544.0,3823.0,3682,50.0668672
2022,2021,135200,Stanford,,Dutchess,135801,Millbrook,"2,328,573",2.96,"1,093,170",1.34,"960,278",15.37,,town,,3602770662,36,027,70662,,3495.0,3544.0,3823.0,3682,50.0668672
2022,2021,135400,Union Vale,,Dutchess,132602,Dover,"1,908,140",2.96,"1,893,667",2.82,"866,083",19.92,,town,,3602776166,36,027,76166,,3577.0,4546.0,4877.0,4558,37.31432288
2022,2021,135400,Union Vale,,Dutchess,134601,Arlington,"1,908,140",2.96,"1,893,667",2.82,"7,360,613",24.22,,town,,3602776166,36,027,76166,,3577.0,4546.0,4877.0,4558,37.31432288
2022,2021,135400,Union Vale,,Dutchess,135801,Millbrook,"1,908,140",2.96,"1,893,667",2.82,"4,972,436",15.37,,town,,3602776166,36,027,76166,,3577.0,4546.0,4877.0,4558,37.31432288
2022,2021,135600,Wappinger,,Dutchess,130200,Beacon,"8,619,189",2.96,"8,717,564",2.84,"3,227,864",16.96,,town,,3602778157,36,027,78157,,26008.0,26274.0,27048.0,28216,28.51941316
2022,2021,135600,Wappinger,,Dutchess,134601,Arlington,"8,619,189",2.96,"8,717,564",2.84,"1,352,256",23.68,,town,,3602778157,36,027,78157,,26008.0,26274.0,27048.0,28216,28.51941316
2022,2021,135600,Wappinger,,Dutchess,135601,Wappingers,"8,619,189",2.96,"8,717,564",2.84,"50,805,632",17.93,,town,,3602778157,36,027,78157,,26008.0,26274.0,27048.0,28216,28.51941316
2022,2021,135800,Washington,,Dutchess,132602,Dover,"3,383,143",2.96,"2,671,006",2.25,"1,401,214",19.92,,town,,3602778388,36,027,78388,,4479.0,4742.0,4741.0,4522,58.77861685
2022,2021,135800,Washington,,Dutchess,133801,Northeast,"3,383,143",2.96,"2,671,006",2.25,"314,392",10.97,,town,,3602778388,36,027,78388,,4479.0,4742.0,4741.0,4522,58.77861685
2022,2021,135800,Washington,,Dutchess,135801,Millbrook,"3,383,143",2.96,"2,671,006",2.25,"16,788,824",15.37,,town,,3602778388,36,027,78388,,4479.0,4742.0,4741.0,4522,58.77861685
2022,2021,140200,Buffalo,,Erie,140200,Buffalo,"62,574,319",4.81,"77,042,242",5.86,"70,822,758",5.34,,city,,3602911000,36,029,11000,,328123.0,292648.0,261310.0,278349,51.84840516
2022,2021,140900,Lackawanna,,Erie,140900,Lackawanna,"6,274,705",4.81,"12,525,340",16.64,"9,748,197",12.63,,city,,3602940189,36,029,40189,,20585.0,19064.0,18141.0,19949,6.61047897
2022,2021,141600,Tonawanda,,Erie,141600,Tonawanda,"4,031,171",4.81,"14,052,844",16.19,"12,749,523",14.37,,city,,3602974166,36,029,74166,,17284.0,16136.0,15130.0,15129,3.95505602
2022,2021,142000,Alden,,Erie,142001,Alden,"3,467,084",4.81,"2,594,131",3.51,"10,983,243",14.65,,town,,3602901099,36,029,01099,,10372.0,10470.0,10865.0,9706,34.56726948
2022,2021,142000,Alden,,Erie,145601,Akron,"3,467,084",4.81,"2,594,131",3.51,"162,003",13.22,,town,,3602901099,36,029,01099,,10372.0,10470.0,10865.0,9706,34.56726948
2022,2021,142200,Amherst,,Erie,142201,Amherst,"54,188,772",4.81,"88,269,259",7.26,"38,952,886",18.79,,town,,3602902000,36,029,02000,,111711.0,116510.0,122366.0,129595,53.6120677
2022,2021,142200,Amherst,,Erie,142203,Williamsville,"54,188,772",4.81,"88,269,259",7.26,"118,307,852",15.70,,town,,3602902000,36,029,02000,,111711.0,116510.0,122366.0,129595,53.6120677
2022,2021,142200,Amherst,,Erie,142207,Sweet Home,"54,188,772",4.81,"88,269,259",7.26,"44,275,133",16.93,,town,,3602902000,36,029,02000,,111711.0,116510.0,122366.0,129595,53.6120677
2022,2021,142200,Amherst,,Erie,143201,Clarence,"54,188,772",4.81,"88,269,259",7.26,"1,713,453",12.67,,town,,3602902000,36,029,02000,,111711.0,116510.0,122366.0,129595,53.6120677
2022,2021,142400,Aurora,,Erie,142401,East Aurora,"9,645,511",4.81,"5,857,627",3.04,"23,885,183",13.68,,town,,3602903199,36,029,03199,,13433.0,13996.0,13782.0,13943,36.50408572
2022,2021,142400,Aurora,,Erie,143801,Springville-Griffith,"9,645,511",4.81,"5,857,627",3.04,"47,848",15.37,,town,,3602903199,36,029,03199,,13433.0,13996.0,13782.0,13943,36.50408572
2022,2021,142400,Aurora,,Erie,144201,Iroquois,"9,645,511",4.81,"5,857,627",3.04,"995,354",13.71,,town,,3602903199,36,029,03199,,13433.0,13996.0,13782.0,13943,36.50408572
2022,2021,142400,Aurora,,Erie,145001,Holland,"9,645,511",4.81,"5,857,627",3.04,"234,445",11.65,,town,,3602903199,36,029,03199,,13433.0,13996.0,13782.0,13943,36.50408572
2022,2021,142400,Aurora,,Erie,146001,Orchard Park,"9,645,511",4.81,"5,857,627",3.04,"1,605,484",16.27,,town,,3602903199,36,029,03199,,13433.0,13996.0,13782.0,13943,36.50408572
2022,2021,142600,Boston,,Erie,143801,Springville-Griffith,"4,031,018",4.81,"3,167,512",3.99,"1,113,206",15.37,,town,,3602907454,36,029,07454,,7445.0,7897.0,8023.0,7948,35.88545064
2022,2021,142600,Boston,,Erie,144001,Eden,"4,031,018",4.81,"3,167,512",3.99,"2,631,711",16.16,,town,,3602907454,36,029,07454,,7445.0,7897.0,8023.0,7948,35.88545064
2022,2021,142600,Boston,,Erie,144801,Hamburg,"4,031,018",4.81,"3,167,512",3.99,"6,733,585",16.32,,town,,3602907454,36,029,07454,,7445.0,7897.0,8023.0,7948,35.88545064
2022,2021,142600,Boston,,Erie,146001,Orchard Park,"4,031,018",4.81,"3,167,512",3.99,"2,599,815",16.27,,town,,3602907454,36,029,07454,,7445.0,7897.0,8023.0,7948,35.88545064
2022,2021,142800,Brant,,Erie,64601,Silver Creek,"928,961",4.81,"817,608",4.58,"4,669",14.77,,town,,3602907894,36,029,07894,,2119.0,1906.0,2065.0,1912,35.05390006
2022,2021,142800,Brant,,Erie,144401,Evans-Brant,"928,961",4.81,"817,608",4.58,"1,959,417",13.86,,town,,3602907894,36,029,07894,,2119.0,1906.0,2065.0,1912,35.05390006
2022,2021,142800,Brant,,Erie,145801,North Collins,"928,961",4.81,"817,608",4.58,"574,406",14.41,,town,,3602907894,36,029,07894,,2119.0,1906.0,2065.0,1912,35.05390006
2022,2021,143000,Cheektowaga,,Erie,142203,Williamsville,"31,942,138",4.81,"70,745,897",10.81,"121,844",15.66,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,143001,Cheektowaga,"31,942,138",4.81,"70,745,897",10.81,"26,378,636",14.61,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,143002,Cheektowaga-Maryvale,"31,942,138",4.81,"70,745,897",10.81,"22,122,969",14.92,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,143003,Cleveland Hill,"31,942,138",4.81,"70,745,897",10.81,"13,258,676",19.04,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,143007,Depew,"31,942,138",4.81,"70,745,897",10.81,"13,324,264",16.91,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,143009,Cheektowaga-Sloan,"31,942,138",4.81,"70,745,897",10.81,"14,683,002",21.42,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,145201,Lancaster,"31,942,138",4.81,"70,745,897",10.81,"7,294,155",14.00,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143000,Cheektowaga,,Erie,146801,West Seneca,"31,942,138",4.81,"70,745,897",10.81,"9,932,509",15.53,,town,,3602915011,36,029,15011,,99314.0,94019.0,88226.0,89877,29.5928372
2022,2021,143200,Clarence,,Erie,142203,Williamsville,"21,506,052",4.81,"13,209,007",2.79,"15,360,304",15.68,,town,,3602915825,36,029,15825,,20041.0,26123.0,30673.0,32950,53.69293077
2022,2021,143200,Clarence,,Erie,143201,Clarence,"21,506,052",4.81,"13,209,007",2.79,"47,843,977",12.67,,town,,3602915825,36,029,15825,,20041.0,26123.0,30673.0,32950,53.69293077
2022,2021,143200,Clarence,,Erie,145601,Akron,"21,506,052",4.81,"13,209,007",2.79,"81,640",13.22,,town,,3602915825,36,029,15825,,20041.0,26123.0,30673.0,32950,53.69293077
2022,2021,143400,Colden,,Erie,142401,East Aurora,"1,668,469",4.81,"1,110,913",2.96,"69,829",13.68,,town,,3602916870,36,029,16870,,2899.0,3323.0,3265.0,3121,35.75215347
2022,2021,143400,Colden,,Erie,143801,Springville-Griffith,"1,668,469",4.81,"1,110,913",2.96,"3,520,491",15.37,,town,,3602916870,36,029,16870,,2899.0,3323.0,3265.0,3121,35.75215347
2022,2021,143400,Colden,,Erie,145001,Holland,"1,668,469",4.81,"1,110,913",2.96,"1,682,020",11.65,,town,,3602916870,36,029,16870,,2899.0,3323.0,3265.0,3121,35.75215347
2022,2021,143600,Collins,,Erie,47201,Gowanda,"1,354,018",4.81,"765,263",2.58,"2,299,045",11.42,,town,,3602917200,36,029,17200,,6020.0,8307.0,6601.0,5894,63.20822965
2022,2021,143600,Collins,,Erie,143801,Springville-Griffith,"1,354,018",4.81,"765,263",2.58,"1,261,793",15.37,,town,,3602917200,36,029,17200,,6020.0,8307.0,6601.0,5894,63.20822965
2022,2021,143600,Collins,,Erie,145801,North Collins,"1,354,018",4.81,"765,263",2.58,"210,593",14.41,,town,,3602917200,36,029,17200,,6020.0,8307.0,6601.0,5894,63.20822965
2022,2021,143800,Concord,,Erie,143801,Springville-Griffith,"3,347,090",4.81,"2,148,544",2.87,"10,129,579",15.37,,town,,3602917585,36,029,17585,,8387.0,8526.0,8494.0,8316,70.27424672
2022,2021,143800,Concord,,Erie,144001,Eden,"3,347,090",4.81,"2,148,544",2.87,"259,017",16.16,,town,,3602917585,36,029,17585,,8387.0,8526.0,8494.0,8316,70.27424672
2022,2021,143800,Concord,,Erie,145001,Holland,"3,347,090",4.81,"2,148,544",2.87,"9,894",11.65,,town,,3602917585,36,029,17585,,8387.0,8526.0,8494.0,8316,70.27424672
2022,2021,143800,Concord,,Erie,145801,North Collins,"3,347,090",4.81,"2,148,544",2.87,"1,103,401",14.41,,town,,3602917585,36,029,17585,,8387.0,8526.0,8494.0,8316,70.27424672
2022,2021,144000,Eden,,Erie,144001,Eden,"3,669,624",4.81,"4,386,670",6.41,"10,909,875",16.16,,town,,3602923415,36,029,23415,,7416.0,8076.0,7688.0,7573,39.89145675
2022,2021,144000,Eden,,Erie,144401,Evans-Brant,"3,669,624",4.81,"4,386,670",6.41,"76,179",13.86,,town,,3602923415,36,029,23415,,7416.0,8076.0,7688.0,7573,39.89145675
2022,2021,144000,Eden,,Erie,144801,Hamburg,"3,669,624",4.81,"4,386,670",6.41,"204,074",16.32,,town,,3602923415,36,029,23415,,7416.0,8076.0,7688.0,7573,39.89145675
2022,2021,144000,Eden,,Erie,144804,Frontier,"3,669,624",4.81,"4,386,670",6.41,"28,588",12.38,,town,,3602923415,36,029,23415,,7416.0,8076.0,7688.0,7573,39.89145675
2022,2021,144000,Eden,,Erie,145801,North Collins,"3,669,624",4.81,"4,386,670",6.41,"17,411",14.41,,town,,3602923415,36,029,23415,,7416.0,8076.0,7688.0,7573,39.89145675
2022,2021,144200,Elma,,Erie,142401,East Aurora,"7,174,030",4.81,"2,187,374",1.35,"641,083",13.68,,town,,3602924130,36,029,24130,,10355.0,11304.0,11317.0,11721,34.62026899
2022,2021,144200,Elma,,Erie,144201,Iroquois,"7,174,030",4.81,"2,187,374",1.35,"21,169,193",13.75,,town,,3602924130,36,029,24130,,10355.0,11304.0,11317.0,11721,34.62026899
2022,2021,144200,Elma,,Erie,145201,Lancaster,"7,174,030",4.81,"2,187,374",1.35,"273,187",14.16,,town,,3602924130,36,029,24130,,10355.0,11304.0,11317.0,11721,34.62026899
2022,2021,144200,Elma,,Erie,146001,Orchard Park,"7,174,030",4.81,"2,187,374",1.35,"575,700",16.27,,town,,3602924130,36,029,24130,,10355.0,11304.0,11317.0,11721,34.62026899
2022,2021,144400,Evans,,Erie,144001,Eden,"7,624,971",4.81,"11,965,228",9.73,"1,092,877",16.16,,town,,3602924801,36,029,24801,,17478.0,17594.0,16356.0,15308,41.54308028
2022,2021,144400,Evans,,Erie,144401,Evans-Brant,"7,624,971",4.81,"11,965,228",9.73,"16,420,004",13.86,,town,,3602924801,36,029,24801,,17478.0,17594.0,16356.0,15308,41.54308028
2022,2021,144400,Evans,,Erie,145801,North Collins,"7,624,971",4.81,"11,965,228",9.73,"117,839",14.41,,town,,3602924801,36,029,24801,,17478.0,17594.0,16356.0,15308,41.54308028
2022,2021,144600,Grand Island,,Erie,144601,Grand Island,"10,081,865",4.81,"11,243,849",5.07,"36,289,062",16.20,,town,,3602929828,36,029,29828,,17561.0,18621.0,20374.0,21389,33.36393638
2022,2021,144800,Hamburg,,Erie,144801,Hamburg,"30,043,784",4.81,"29,371,102",5.32,"28,838,392",16.32,,town,,3602931654,36,029,31654,,53735.0,56259.0,56936.0,60085,41.3269355
2022,2021,144800,Hamburg,,Erie,144804,Frontier,"30,043,784",4.81,"29,371,102",5.32,"43,551,366",12.38,,town,,3602931654,36,029,31654,,53735.0,56259.0,56936.0,60085,41.3269355
2022,2021,144800,Hamburg,,Erie,146001,Orchard Park,"30,043,784",4.81,"29,371,102",5.32,"4,108,916",16.27,,town,,3602931654,36,029,31654,,53735.0,56259.0,56936.0,60085,41.3269355
2022,2021,144800,Hamburg,,Erie,146801,West Seneca,"30,043,784",4.81,"29,371,102",5.32,"811,853",15.53,,town,,3602931654,36,029,31654,,53735.0,56259.0,56936.0,60085,41.3269355
2022,2021,145000,Holland,,Erie,48401,Yorkshire-Pioneer,"1,500,454",4.81,"1,710,807",5.4,"11,498",10.20,,town,,3602935122,36,029,35122,,3572.0,3603.0,3401.0,3281,35.8228127
2022,2021,145000,Holland,,Erie,145001,Holland,"1,500,454",4.81,"1,710,807",5.4,"3,745,105",11.65,,town,,3602935122,36,029,35122,,3572.0,3603.0,3401.0,3281,35.8228127
2022,2021,145200,Lancaster,,Erie,142001,Alden,"20,207,818",4.81,"24,660,977",6.12,"1,048,554",14.65,,town,,3602941146,36,029,41146,,32181.0,39019.0,41604.0,45106,37.98814569
2022,2021,145200,Lancaster,,Erie,143007,Depew,"20,207,818",4.81,"24,660,977",6.12,"5,712,258",16.91,,town,,3602941146,36,029,41146,,32181.0,39019.0,41604.0,45106,37.98814569
2022,2021,145200,Lancaster,,Erie,143201,Clarence,"20,207,818",4.81,"24,660,977",6.12,"901,826",12.67,,town,,3602941146,36,029,41146,,32181.0,39019.0,41604.0,45106,37.98814569
2022,2021,145200,Lancaster,,Erie,144201,Iroquois,"20,207,818",4.81,"24,660,977",6.12,"210,751",13.95,,town,,3602941146,36,029,41146,,32181.0,39019.0,41604.0,45106,37.98814569
2022,2021,145200,Lancaster,,Erie,145201,Lancaster,"20,207,818",4.81,"24,660,977",6.12,"50,209,975",13.98,,town,,3602941146,36,029,41146,,32181.0,39019.0,41604.0,45106,37.98814569
2022,2021,145400,Marilla,,Erie,142001,Alden,"2,565,003",4.81,"1,231,952",2.13,"2,586,371",14.65,,town,,3602945601,36,029,45601,,5250.0,5709.0,5327.0,5189,27.5224579
2022,2021,145400,Marilla,,Erie,144201,Iroquois,"2,565,003",4.81,"1,231,952",2.13,"5,637,201",13.77,,town,,3602945601,36,029,45601,,5250.0,5709.0,5327.0,5189,27.5224579
2022,2021,145600,Newstead,,Erie,142001,Alden,"3,443,335",4.81,"2,911,203",3.84,"129,513",14.65,,town,,3602950716,36,029,50716,,7440.0,8404.0,8594.0,8689,52.89242776
2022,2021,145600,Newstead,,Erie,143201,Clarence,"3,443,335",4.81,"2,911,203",3.84,"1,934,969",12.67,,town,,3602950716,36,029,50716,,7440.0,8404.0,8594.0,8689,52.89242776
2022,2021,145600,Newstead,,Erie,145601,Akron,"3,443,335",4.81,"2,911,203",3.84,"8,003,946",13.22,,town,,3602950716,36,029,50716,,7440.0,8404.0,8594.0,8689,52.89242776
2022,2021,145800,North Collins,,Erie,47201,Gowanda,"1,345,844",4.81,"1,361,245",5.06,307,11.42,,town,,3602951803,36,029,51803,,3502.0,3376.0,3523.0,3504,43.09704764
2022,2021,145800,North Collins,,Erie,144001,Eden,"1,345,844",4.81,"1,361,245",5.06,"271,347",16.16,,town,,3602951803,36,029,51803,,3502.0,3376.0,3523.0,3504,43.09704764
2022,2021,145800,North Collins,,Erie,145801,North Collins,"1,345,844",4.81,"1,361,245",5.06,"3,649,195",14.41,,town,,3602951803,36,029,51803,,3502.0,3376.0,3523.0,3504,43.09704764
2022,2021,146000,Orchard Park,,Erie,144801,Hamburg,"18,849,689",4.81,"17,984,394",4.75,"3,629,736",16.32,,town,,3602955277,36,029,55277,,24632.0,27637.0,29054.0,29686,38.57391377
2022,2021,146000,Orchard Park,,Erie,146001,Orchard Park,"18,849,689",4.81,"17,984,394",4.75,"56,100,406",16.27,,town,,3602955277,36,029,55277,,24632.0,27637.0,29054.0,29686,38.57391377
2022,2021,146000,Orchard Park,,Erie,146801,West Seneca,"18,849,689",4.81,"17,984,394",4.75,"2,197,403",15.53,,town,,3602955277,36,029,55277,,24632.0,27637.0,29054.0,29686,38.57391377
2022,2021,146200,Sardinia,,Erie,48401,Yorkshire-Pioneer,"1,208,431",4.81,"15,298",0.06,"1,630,202",10.20,,town,,3602965277,36,029,65277,,2667.0,2692.0,2775.0,2716,50.50549266
2022,2021,146200,Sardinia,,Erie,143801,Springville-Griffith,"1,208,431",4.81,"15,298",0.06,"834,012",15.37,,town,,3602965277,36,029,65277,,2667.0,2692.0,2775.0,2716,50.50549266
2022,2021,146200,Sardinia,,Erie,145001,Holland,"1,208,431",4.81,"15,298",0.06,"715,590",11.65,,town,,3602965277,36,029,65277,,2667.0,2692.0,2775.0,2716,50.50549266
2022,2021,146400,Tonawanda,,Erie,142207,Sweet Home,"24,454,739",4.81,"49,836,181",9.22,"6,830,426",14.55,,town,,3602975000,36,029,75000,,82464.0,78155.0,73567.0,72636,20.25653337
2022,2021,146400,Tonawanda,,Erie,146401,Kenmore,"24,454,739",4.81,"49,836,181",9.22,"89,998,791",17.92,,town,,3602975000,36,029,75000,,82464.0,78155.0,73567.0,72636,20.25653337
2022,2021,146600,Wales,,Erie,142401,East Aurora,"1,547,808",4.81,"612,208",1.77,0,,,town,,3602977871,36,029,77871,,2917.0,2960.0,3005.0,3009,35.71145803
2022,2021,146600,Wales,,Erie,144201,Iroquois,"1,547,808",4.81,"612,208",1.77,"3,650,199",13.74,,town,,3602977871,36,029,77871,,2917.0,2960.0,3005.0,3009,35.71145803
2022,2021,146600,Wales,,Erie,145001,Holland,"1,547,808",4.81,"612,208",1.77,"986,061",11.65,,town,,3602977871,36,029,77871,,2917.0,2960.0,3005.0,3009,35.71145803
2022,2021,146600,Wales,,Erie,562201,Attica,"1,547,808",4.81,"612,208",1.77,"30,116",14.24,,town,,3602977871,36,029,77871,,2917.0,2960.0,3005.0,3009,35.71145803
2022,2021,146800,West Seneca,,Erie,143009,Cheektowaga-Sloan,"17,936,889",4.81,"37,762,335",10.32,"784,630",21.42,,town,,3602980918,36,029,80918,,47830.0,45920.0,44711.0,45500,21.44149382
2022,2021,146800,West Seneca,,Erie,146001,Orchard Park,"17,936,889",4.81,"37,762,335",10.32,"4,836,412",16.27,,town,,3602980918,36,029,80918,,47830.0,45920.0,44711.0,45500,21.44149382
2022,2021,146800,West Seneca,,Erie,146801,West Seneca,"17,936,889",4.81,"37,762,335",10.32,"52,558,235",15.53,,town,,3602980918,36,029,80918,,47830.0,45920.0,44711.0,45500,21.44149382
2022,2021,152000,Chesterfield,,Essex,92201,Ausable Valley,"837,761",3.34,"1,308,096",5.15,"4,364,723",17.11,,town,,3603115330,36,031,15330,,2267.0,2409.0,2445.0,2476,104.87023779
2022,2021,152000,Chesterfield,,Essex,152402,Boquet Valley,"837,761",3.34,"1,308,096",5.15,"11,085",14.00,,town,,3603115330,36,031,15330,,2267.0,2409.0,2445.0,2476,104.87023779
2022,2021,152000,Chesterfield,,Essex,155201,Willsboro,"837,761",3.34,"1,308,096",5.15,"2,641",12.27,,town,,3603115330,36,031,15330,,2267.0,2409.0,2445.0,2476,104.87023779
2022,2021,152200,Crown Point,,Essex,152203,Crown Point,"548,324",3.34,"1,173,971",7.06,"1,680,404",10.06,,town,,3603119246,36,031,19246,,1963.0,2119.0,2024.0,2042,81.61415631
2022,2021,152200,Crown Point,,Essex,153601,Moriah,"548,324",3.34,"1,173,971",7.06,"28,982",16.65,,town,,3603119246,36,031,19246,,1963.0,2119.0,2024.0,2042,81.61415631
2022,2021,152400,Elizabethtown,,Essex,152402,Boquet Valley,"584,132",3.34,"938,330",5.29,"2,501,554",14.00,,town,,3603123833,36,031,23833,,1314.0,1315.0,1163.0,1203,82.21851167
2022,2021,152600,Essex,,Essex,152402,Boquet Valley,"447,758",3.34,"759,156",5.7,"120,187",14.00,,town,,3603124768,36,031,24768,,687.0,713.0,671.0,621,37.14792111
2022,2021,152600,Essex,,Essex,155201,Willsboro,"447,758",3.34,"759,156",5.7,"1,529,753",12.27,,town,,3603124768,36,031,24768,,687.0,713.0,671.0,621,37.14792111
2022,2021,152800,Jay,,Essex,92201,Ausable Valley,"958,019",3.34,"2,037,176",7.2,"4,835,356",17.11,,town,,3603138396,36,031,38396,,2244.0,2306.0,2506.0,2486,69.71940052
2022,2021,152800,Jay,,Essex,153001,Keene,"958,019",3.34,"2,037,176",7.2,"16,265",9.25,,town,,3603138396,36,031,38396,,2244.0,2306.0,2506.0,2486,69.71940052
2022,2021,153000,Keene,,Essex,92201,Ausable Valley,"1,904,732",3.34,"1,926,926",3.4,"19,674",17.11,,town,,3603139067,36,031,39067,,908.0,1063.0,1105.0,1144,156.02237109
2022,2021,153000,Keene,,Essex,153001,Keene,"1,904,732",3.34,"1,926,926",3.4,"5,675,453",10.00,,town,,3603139067,36,031,39067,,908.0,1063.0,1105.0,1144,156.02237109
2022,2021,153200,Lewis,,Essex,152402,Boquet Valley,"377,704",3.34,"398,811",3.46,"1,621,755",14.00,,town,,3603142114,36,031,42114,,1057.0,1200.0,1382.0,1293,84.12848039
2022,2021,153200,Lewis,,Essex,155201,Willsboro,"377,704",3.34,"398,811",3.46,"5,266",12.27,,town,,3603142114,36,031,42114,,1057.0,1200.0,1382.0,1293,84.12848039
2022,2021,153400,Minerva,,Essex,153401,Minerva,"1,116,667",3.34,"1,970,831",5.99,"3,593,309",10.89,,town,,3603147669,36,031,47669,,758.0,796.0,809.0,773,158.74612264
2022,2021,153400,Minerva,,Essex,522402,North Warren,"1,116,667",3.34,"1,970,831",5.99,"5,556",6.66,,town,,3603147669,36,031,47669,,758.0,796.0,809.0,773,158.74612264
2022,2021,153600,Moriah,,Essex,152203,Crown Point,"850,617",3.34,"2,127,518",8.63,"21,005",10.06,,town,,3603148428,36,031,48428,,4884.0,4879.0,4798.0,4716,72.30072043
2022,2021,153600,Moriah,,Essex,152402,Boquet Valley,"850,617",3.34,"2,127,518",8.63,"114,372",14.00,,town,,3603148428,36,031,48428,,4884.0,4879.0,4798.0,4716,72.30072043
2022,2021,153600,Moriah,,Essex,153601,Moriah,"850,617",3.34,"2,127,518",8.63,"4,046,487",16.74,,town,,3603148428,36,031,48428,,4884.0,4879.0,4798.0,4716,72.30072043
2022,2021,153800,Newcomb,,Essex,153801,Newcomb,"1,128,639",3.34,"4,303,142",12.66,"4,414,042",13.12,,town,,3603150144,36,031,50144,,544.0,481.0,436.0,418,231.9077978
2022,2021,154000,North Elba,,Essex,154002,Lake Placid,"8,089,234",3.34,"4,776,427",1.98,"15,298,954",6.87,,town,,3603151935,36,031,51935,,7870.0,8661.0,8957.0,7480,156.19203629
2022,2021,154000,North Elba,,Essex,164601,Saranac Lake,"8,089,234",3.34,"4,776,427",1.98,"1,962,575",9.69,,town,,3603151935,36,031,51935,,7870.0,8661.0,8957.0,7480,156.19203629
2022,2021,154200,North Hudson,,Essex,154601,Schroon Lake,"418,824",3.34,"896,758",7.14,"1,011,595",8.08,,town,,3603153077,36,031,53077,,266.0,266.0,240.0,250,187.13245667
2022,2021,154400,St. Armand,,Essex,164601,Saranac Lake,"593,743",3.34,"934,767",5.2,"1,746,774",9.69,,town,,3603164529,36,031,64529,,1318.0,1321.0,1548.0,1446,57.43104547
2022,2021,154600,Schroon,,Essex,154601,Schroon Lake,"2,325,797",3.34,"3,069,783",4.35,"5,700,800",8.08,,town,,3603165629,36,031,65629,,1721.0,1759.0,1654.0,1880,141.90640221
2022,2021,154600,Schroon,,Essex,522402,North Warren,"2,325,797",3.34,"3,069,783",4.35,"1,873",6.66,,town,,3603165629,36,031,65629,,1721.0,1759.0,1654.0,1880,141.90640221
2022,2021,154800,Ticonderoga,,Essex,152203,Crown Point,"1,936,104",3.34,"4,427,743",7.56,"21,751",10.06,,town,,3603173891,36,031,73891,,5149.0,5167.0,5042.0,4789,88.04660986
2022,2021,154800,Ticonderoga,,Essex,154801,Ticonderoga,"1,936,104",3.34,"4,427,743",7.56,"6,199,292",10.66,,town,,3603173891,36,031,73891,,5149.0,5167.0,5042.0,4789,88.04660986
2022,2021,154800,Ticonderoga,,Essex,534601,Putnam,"1,936,104",3.34,"4,427,743",7.56,"43,207",6.60,,town,,3603173891,36,031,73891,,5149.0,5167.0,5042.0,4789,88.04660986
